task_id,n_train,n_test,n_test_with_output,input_height_max,input_width_max,input_cells_max,output_height_max,output_width_max,output_cells_max,n_input_colours,n_output_colours,introduces_colours,removes_colours,objects_input_mean,objects_output_mean,size_relation,output_shape_varies,few_demonstrations,large_grid,split
444801d8,3,1,1,10,10,100,10,10,100,8,8,False,False,3.5,3.5,same,False,False,False,kaggle_training
445eab21,3,1,1,10,10,100,2,2,4,8,4,False,True,2.0,1.0,smaller,False,False,False,kaggle_training
447fd412,3,1,1,17,21,357,17,21,357,3,3,False,False,5.0,6.75,same,False,False,True,kaggle_training
44d8ac46,4,1,1,12,12,144,12,12,144,2,3,True,False,2.8,4.2,same,False,False,False,kaggle_training
44f52bb0,6,2,2,3,3,9,1,1,1,2,2,True,True,1.875,1.0,smaller,False,False,False,kaggle_training
4522001f,2,1,1,3,3,9,9,9,81,3,2,False,True,2.0,2.0,larger,False,True,False,kaggle_training
456873bc,3,1,1,19,19,361,19,19,361,3,3,True,True,13.0,24.25,same,True,False,False,kaggle_training
45737921,3,1,1,13,12,144,13,12,144,8,8,False,False,6.75,6.75,same,True,False,False,kaggle_training
458e3a53,2,1,1,29,29,841,3,3,9,10,7,False,True,399.0,4.333,smaller,True,True,True,kaggle_training
45bbe264,3,1,1,16,16,256,16,16,256,7,8,True,False,2.5,14.5,same,True,False,False,kaggle_training
4612dd53,3,1,1,13,13,169,13,13,169,2,3,True,False,9.25,19.0,same,True,False,False,kaggle_training
46442a0e,3,1,1,3,3,9,6,6,36,6,6,False,False,4.5,14.0,larger,True,False,False,kaggle_training
465b7d93,3,1,1,10,10,100,10,10,100,6,6,False,False,4.0,3.5,same,False,False,False,kaggle_training
469497ad,3,1,1,5,5,25,25,25,625,8,9,True,False,5.0,15.0,larger,True,False,True,kaggle_training
46c35fc7,3,1,1,7,7,49,7,7,49,10,10,False,False,14.0,13.25,same,False,False,False,kaggle_training
46f33fce,3,1,1,10,10,100,20,20,400,7,7,False,False,5.5,5.0,larger,False,False,False,kaggle_training
470c91de,3,1,1,11,11,121,11,11,121,9,8,False,True,7.0,4.0,same,True,False,False,kaggle_training
47c1f68c,3,1,1,13,13,169,12,12,144,6,5,False,True,3.25,8.25,smaller,True,False,False,kaggle_training
48131b3c,3,1,1,4,4,16,8,8,64,5,5,False,False,3.25,6.5,larger,True,False,False,kaggle_training
484b58aa,3,1,1,29,29,841,29,29,841,10,9,False,True,685.25,750.5,same,False,False,True,kaggle_training
4852f2fa,5,2,2,9,9,81,3,12,36,3,2,False,True,4.0,2.429,inconsistent,True,False,False,kaggle_training
48634b99,3,1,1,16,16,256,16,16,256,3,3,False,False,14.0,14.0,same,False,False,False,kaggle_training
48d8fb45,3,1,1,10,10,100,3,3,9,6,5,False,True,5.0,1.5,smaller,False,False,False,kaggle_training
48f8583b,6,1,1,3,3,9,9,9,81,9,10,True,False,4.571,10.143,larger,False,False,False,kaggle_training
4938f0c2,3,1,1,20,30,600,20,30,600,3,3,False,False,4.25,8.0,same,True,False,True,kaggle_training
494ef9d7,4,1,1,10,10,100,10,10,100,9,9,False,False,10.0,10.0,same,True,False,False,kaggle_training
496994bd,2,1,1,10,6,60,10,6,60,5,5,False,False,2.0,4.0,same,True,True,False,kaggle_training
49d1d64f,3,1,1,3,3,9,5,5,25,6,6,False,False,5.75,5.75,larger,True,False,False,kaggle_training
4a1cacc2,4,1,1,10,10,100,10,10,100,4,4,False,False,2.0,2.0,same,True,False,False,kaggle_training
4acc7107,4,1,1,10,10,100,10,10,100,9,9,False,False,4.0,4.0,same,False,False,False,kaggle_training
4b6b68e5,3,1,1,26,24,624,26,24,624,9,9,False,False,18.0,4.75,same,True,False,True,kaggle_training
4be741c5,3,1,1,14,16,224,4,4,4,7,7,False,False,3.5,3.5,smaller,True,False,False,kaggle_training
4c177718,4,2,2,15,15,225,9,15,135,9,7,False,True,6.833,3.167,smaller,False,False,False,kaggle_training
4c4377d9,4,1,1,3,4,12,6,4,24,5,5,False,False,3.8,4.8,larger,False,False,False,kaggle_training
4c5c2cf0,3,1,1,15,15,225,15,15,225,7,7,False,False,7.75,16.0,same,True,False,False,kaggle_training
4cd1b7b2,3,1,1,4,4,16,4,4,16,5,4,False,True,10.5,16.0,same,False,False,False,kaggle_training
4df5b0ae,3,1,1,10,10,100,10,10,100,10,9,False,True,5.0,4.25,same,False,False,False,kaggle_training
4e45f183,3,1,1,19,19,361,19,19,361,7,7,False,False,24.0,24.0,same,False,False,False,kaggle_training
4e469f39,3,1,1,10,10,100,10,10,100,2,3,True,False,1.5,3.0,same,False,False,False,kaggle_training
4e7e0eb9,4,2,2,29,29,841,29,29,841,10,10,False,False,17.833,17.833,same,True,False,True,kaggle_training
4f537728,2,1,1,20,20,400,20,20,400,5,5,False,False,49.0,49.0,same,False,True,False,kaggle_training
4ff4c9da,3,1,1,27,27,729,27,27,729,4,4,False,False,47.0,47.0,same,True,False,True,kaggle_training
5034a0b5,4,1,1,13,13,169,13,13,169,10,10,False,False,20.6,18.8,same,True,False,False,kaggle_training
505fff84,5,1,1,14,14,154,5,7,25,4,2,False,True,18.167,2.167,smaller,True,False,False,kaggle_training
506d28a5,4,1,1,9,5,45,4,5,20,4,2,True,True,6.2,1.2,smaller,False,False,False,kaggle_training
50846271,4,1,1,20,22,440,20,22,440,3,4,True,False,37.8,46.4,same,True,False,True,kaggle_training
508bd3b6,3,1,1,12,12,144,12,12,144,3,4,True,False,3.5,13.0,same,False,False,False,kaggle_training
50a16a69,3,1,1,20,20,400,20,20,400,8,6,False,True,65.75,145.25,same,True,False,False,kaggle_training
50aad11f,3,1,1,18,18,234,12,12,48,8,7,False,True,5.0,2.5,smaller,True,False,False,kaggle_training
50c07299,3,1,1,16,16,256,16,16,256,2,2,False,False,3.5,4.5,same,False,False,False,kaggle_training
50cb2852,3,1,1,14,15,195,14,15,195,4,5,True,False,3.0,6.0,same,True,False,False,kaggle_training
50f325b5,4,1,1,18,18,306,18,18,306,6,6,False,False,119.2,121.6,same,True,False,False,kaggle_training
5117e062,3,1,1,13,13,169,3,3,9,8,5,False,True,6.5,1.0,smaller,False,False,False,kaggle_training
5168d44c,3,1,1,13,17,119,13,17,119,3,3,False,False,7.5,7.5,same,True,False,False,kaggle_training
516b51b7,3,1,1,15,17,255,15,17,255,2,4,True,False,2.5,7.25,same,True,False,False,kaggle_training
5207a7b5,3,1,1,15,9,135,15,9,135,2,4,True,False,1.0,3.0,same,True,False,False,kaggle_training
522fdd07,4,1,1,16,16,256,16,16,256,10,10,False,False,4.6,4.6,same,False,False,False,kaggle_training
52364a65,2,1,1,11,11,121,11,11,121,8,8,False,False,4.667,3.667,same,True,True,False,kaggle_training
5289ad53,4,1,1,15,19,195,2,3,6,6,3,False,True,6.0,2.2,smaller,False,False,False,kaggle_training
52df9849,2,2,2,16,16,256,16,16,256,9,9,False,False,9.75,10.75,same,False,True,False,kaggle_training
52fd389e,3,1,1,29,29,841,29,29,841,7,7,False,False,7.75,10.0,same,False,False,True,kaggle_training
538b439f,2,1,1,21,23,437,21,23,437,6,6,False,False,29.667,26.667,same,True,True,True,kaggle_training
539a4f51,3,1,1,5,5,25,10,10,100,7,6,False,True,3.25,7.0,larger,False,False,False,kaggle_training
53b68214,3,2,2,8,10,80,10,10,100,6,6,False,False,3.6,4.6,larger,False,False,False,kaggle_training
543a7ed5,2,1,1,15,15,225,15,15,225,2,4,True,False,6.0,8.667,same,False,True,False,kaggle_training
54d82841,3,1,1,8,11,77,8,11,77,5,6,True,False,2.0,4.0,same,True,False,False,kaggle_training
54d9e175,4,1,1,7,11,77,7,11,77,6,5,True,True,5.8,5.8,same,True,False,False,kaggle_training
54db823b,4,1,1,15,15,225,15,15,225,3,3,False,False,25.0,21.8,same,False,False,False,kaggle_training
54dc2872,2,1,1,12,13,156,12,13,156,10,10,False,False,8.333,6.667,same,True,True,False,kaggle_training
55059096,3,1,1,17,16,224,17,16,224,2,3,True,False,3.75,9.25,same,True,False,False,kaggle_training
551d5bf1,2,1,1,26,28,676,26,28,676,2,3,True,False,5.333,10.667,same,True,True,True,kaggle_training
5521c0d9,3,1,1,15,15,225,15,15,225,4,4,False,False,3.0,3.0,same,False,False,False,kaggle_training
5582e5ca,3,1,1,3,3,9,3,3,9,7,4,False,True,7.0,1.0,same,False,False,False,kaggle_training
5587a8d0,3,1,1,9,9,81,11,11,121,10,9,False,True,4.75,3.25,inconsistent,True,False,False,kaggle_training
5614dbcf,2,1,1,9,9,81,3,3,9,9,8,False,True,9.333,3.333,smaller,False,True,False,kaggle_training
5623160b,3,1,1,16,16,256,16,16,256,10,10,False,False,7.25,7.75,same,True,False,False,kaggle_training
56dc2b01,3,1,1,17,18,85,17,18,85,3,4,True,False,2.0,3.0,same,True,False,False,kaggle_training
56ff96f3,4,1,1,10,11,100,10,11,100,8,8,False,False,3.2,1.6,same,True,False,False,kaggle_training
5751f35e,2,1,1,12,12,144,12,12,144,6,6,False,False,16.0,2.667,same,False,True,False,kaggle_training
575b1a71,3,1,1,10,10,100,10,10,100,2,5,True,True,1.0,8.5,same,False,False,False,kaggle_training
5783df64,3,1,1,9,9,81,3,3,9,10,9,False,True,9.0,9.0,smaller,False,False,False,kaggle_training
5792cb4d,2,1,1,10,10,100,10,10,100,8,8,False,False,11.0,11.0,same,False,True,False,kaggle_training
57aa92db,4,1,1,19,30,570,19,30,570,7,7,False,False,6.2,7.6,same,True,False,True,kaggle_training
57edb29d,3,1,1,28,28,784,20,12,240,9,7,False,True,15.75,4.0,smaller,True,False,True,kaggle_training
5833af48,3,1,1,19,27,513,12,24,288,6,4,False,True,13.0,10.75,smaller,True,False,True,kaggle_training
58743b76,2,1,1,14,14,196,14,14,196,8,8,False,False,18.0,18.0,same,True,True,False,kaggle_training
58c02a16,3,1,1,16,16,256,16,16,256,8,8,False,False,6.25,52.0,same,True,False,False,kaggle_training
58e15b12,3,1,1,24,20,480,24,20,480,3,4,True,False,4.0,31.25,same,True,False,True,kaggle_training
59341089,4,1,1,3,3,9,3,12,36,3,3,False,False,5.4,14.2,larger,False,False,False,kaggle_training
5a5a2103,2,1,1,24,24,576,24,24,576,9,9,False,False,6.333,23.0,same,True,True,True,kaggle_training
5a719d11,3,1,1,30,17,480,30,17,480,10,8,False,True,13.75,11.5,same,True,False,True,kaggle_training
5ad4f10b,3,1,1,24,26,572,3,3,9,7,5,False,True,33.75,2.75,smaller,False,False,True,kaggle_training
5ad8a7c0,5,1,1,4,6,24,4,6,24,2,2,False,False,6.0,5.0,same,False,False,False,kaggle_training
5adee1b2,2,1,1,26,26,676,26,26,676,6,6,False,False,8.333,12.333,same,False,True,True,kaggle_training
5af49b42,3,1,1,17,18,306,17,18,306,10,10,False,False,12.75,26.75,same,True,False,False,kaggle_training
5b37cb25,2,1,1,30,30,900,30,30,900,7,7,False,False,8.667,14.0,same,False,True,True,kaggle_training
5b526a93,2,1,1,22,30,630,22,30,630,2,3,True,False,6.333,13.667,same,True,True,True,kaggle_training
5b692c0f,2,1,1,24,28,672,24,28,672,6,6,False,False,9.667,11.667,same,True,True,True,kaggle_training
5b6cbef5,5,1,1,4,4,16,16,16,256,5,5,False,False,2.333,12.0,larger,False,False,False,kaggle_training
5bd6f4ac,4,1,1,9,9,81,3,3,9,10,10,False,False,27.6,4.6,smaller,False,False,False,kaggle_training
5c0a986e,3,1,1,10,10,100,10,10,100,3,3,False,False,2.0,9.0,same,False,False,False,kaggle_training
5c2c9af4,3,1,1,28,28,784,28,28,784,5,5,False,False,3.0,5.25,same,False,False,True,kaggle_training
5d2a5c43,5,2,2,6,9,54,6,4,24,3,2,True,True,7.143,1.0,smaller,False,False,False,kaggle_training
5d588b4d,4,2,2,13,23,208,7,23,80,7,7,False,False,1.0,3.0,smaller,True,False,True,kaggle_training
5daaa586,3,1,1,22,22,484,15,12,180,7,7,False,False,21.75,4.0,smaller,True,False,True,kaggle_training
5e6bbc0b,4,1,1,7,8,49,7,8,49,3,4,True,False,14.6,3.4,same,True,False,False,kaggle_training
5ecac7f7,3,3,3,6,20,120,6,6,36,10,8,False,True,19.0,6.0,smaller,False,False,False,kaggle_training
5ffb2104,3,1,1,10,13,130,10,13,130,7,7,False,False,6.25,6.0,same,True,False,False,kaggle_training
60a26a3e,3,1,1,14,16,224,14,16,224,2,3,True,False,17.0,19.75,same,True,False,False,kaggle_training
60b61512,2,1,1,9,9,81,9,9,81,2,3,True,False,2.667,6.667,same,False,True,False,kaggle_training
60c09cac,2,1,1,5,5,25,10,10,100,7,7,False,False,2.667,2.667,larger,True,True,False,kaggle_training
60d73be6,3,1,1,11,17,187,11,17,187,10,10,False,False,12.75,32.5,same,True,False,False,kaggle_training
6150a2bd,2,1,1,3,3,9,3,3,9,9,9,False,False,4.0,4.0,same,False,True,False,kaggle_training
6165ea8f,3,2,2,25,23,525,23,23,529,8,10,True,False,10.4,33.6,smaller,True,False,True,kaggle_training
623ea044,3,1,1,17,17,289,17,17,289,5,5,False,False,1.0,19.5,same,True,False,False,kaggle_training
626c0bcc,3,1,1,7,7,49,7,7,49,2,5,True,True,1.25,4.75,same,False,False,False,kaggle_training
62ab2642,3,1,1,15,12,120,15,12,120,2,4,True,False,1.0,3.0,same,True,False,False,kaggle_training
62b74c02,3,1,1,4,14,56,4,14,56,5,4,False,True,8.25,13.75,same,True,False,False,kaggle_training
62c24649,3,1,1,3,3,9,6,6,36,4,4,False,False,3.75,10.25,larger,False,False,False,kaggle_training
6350f1f4,4,1,1,19,19,361,19,19,361,7,6,False,True,30.6,17.2,same,True,False,False,kaggle_training
63613498,3,1,1,10,10,100,10,10,100,10,9,False,True,6.0,6.0,same,False,False,False,kaggle_training
639f5a19,2,1,1,23,23,529,23,23,529,2,6,True,True,2.333,11.667,same,False,True,True,kaggle_training
642248e4,3,1,1,16,18,288,16,18,288,6,6,False,False,10.75,16.75,same,True,False,False,kaggle_training
642d658d,3,1,1,27,24,624,1,1,1,10,3,False,True,58.5,1.0,smaller,False,False,True,kaggle_training
6430c8c4,4,1,1,9,4,36,4,4,16,4,2,True,True,6.4,2.6,smaller,False,False,False,kaggle_training
6455b5f5,4,1,1,18,16,240,18,16,240,2,4,True,False,1.0,4.0,same,True,False,False,kaggle_training
64a7c07e,3,1,1,12,12,144,12,12,144,2,2,False,False,3.75,3.75,same,True,False,False,kaggle_training
652646ff,4,1,1,20,20,400,24,6,144,9,6,False,True,32.0,35.0,inconsistent,True,False,True,kaggle_training
662c240a,4,1,1,9,3,27,3,3,9,9,6,False,True,9.2,2.8,smaller,False,False,False,kaggle_training
668eec9a,3,1,1,16,16,256,5,3,15,8,8,False,False,25.75,4.75,smaller,False,False,False,kaggle_training
66ac4c3b,2,1,1,22,22,484,22,22,484,5,5,False,False,18.0,20.333,same,False,True,True,kaggle_training
66e6c45b,2,1,1,4,4,16,4,4,16,9,9,False,False,4.0,4.0,same,False,True,False,kaggle_training
66f2d22f,4,1,1,4,14,56,4,7,28,3,2,True,True,8.6,3.6,smaller,False,False,False,kaggle_training
67385a82,4,1,1,5,6,30,5,6,30,2,3,True,False,3.8,3.8,same,True,False,False,kaggle_training
673ef223,3,1,1,21,12,252,21,12,252,3,4,True,False,4.25,7.75,same,True,False,True,kaggle_training
67636eac,3,1,1,16,18,252,9,12,36,6,6,False,False,7.25,7.25,smaller,True,False,False,kaggle_training
6773b310,4,1,1,11,11,121,3,3,9,3,2,True,True,12.8,2.0,smaller,False,False,False,kaggle_training
67a3c6ac,3,1,1,7,7,49,7,7,49,4,4,False,False,14.75,14.75,same,True,False,False,kaggle_training
67a423a3,3,1,1,12,12,144,12,12,144,8,9,True,False,3.0,5.5,same,True,False,False,kaggle_training
67c52801,4,1,1,9,12,108,9,12,108,8,8,False,False,3.2,3.2,same,True,False,False,kaggle_training
67e8384a,4,1,1,3,3,9,6,6,36,8,8,False,False,5.8,15.4,larger,False,False,False,kaggle_training
681b3aeb,3,1,1,10,10,100,3,3,9,8,7,False,True,2.0,2.0,smaller,False,False,False,kaggle_training
6855a6e4,3,1,1,15,15,225,15,15,225,3,3,False,False,4.0,3.75,same,False,False,False,kaggle_training
689c358e,2,1,1,11,11,121,11,11,121,6,7,True,False,7.333,17.0,same,False,True,False,kaggle_training
68b16354,3,1,1,7,7,49,7,7,49,6,6,False,False,26.5,26.5,same,True,False,False,kaggle_training
68b67ca3,3,1,1,6,6,36,3,3,9,8,8,False,False,5.5,4.25,smaller,False,False,False,kaggle_training
68bc2e87,4,1,1,18,19,342,5,1,5,9,8,False,True,19.8,4.6,smaller,True,False,False,kaggle_training
692cd3b6,3,1,1,15,15,225,15,15,225,3,4,True,False,4.0,5.0,same,False,False,False,kaggle_training
694f12f3,2,1,1,10,10,100,10,10,100,2,4,True,False,2.0,4.0,same,False,True,False,kaggle_training
695367ec,3,1,1,5,5,25,15,15,225,4,5,True,False,1.0,1.0,larger,False,False,False,kaggle_training
696d4842,3,1,1,30,30,900,30,30,900,7,7,False,False,4.0,6.0,same,True,False,True,kaggle_training
69889d6e,4,1,1,10,10,100,10,10,100,3,3,False,False,2.0,2.0,same,False,False,False,kaggle_training
6a11f6da,5,1,1,15,5,75,5,5,25,4,4,False,False,11.667,11.333,smaller,False,False,False,kaggle_training
6a1e5592,2,1,1,10,15,150,10,15,150,3,3,True,True,4.333,4.333,same,False,True,False,kaggle_training
6a980be1,3,1,1,19,19,361,19,19,361,7,7,False,False,7.0,14.75,same,True,False,False,kaggle_training
6aa20dc0,3,1,1,22,22,484,22,22,484,6,6,False,False,9.5,15.0,same,True,False,True,kaggle_training
6ad5bdfd,3,1,1,10,11,100,10,11,100,10,10,False,False,8.0,7.75,same,True,False,False,kaggle_training
6b9890af,3,1,1,24,26,624,14,14,196,6,6,False,False,3.5,3.5,smaller,True,False,True,kaggle_training
6bcdb01e,2,1,1,8,8,64,8,8,64,3,3,False,False,14.0,20.667,same,True,True,False,kaggle_training
6c434453,2,1,1,10,10,100,10,10,100,2,3,True,False,5.0,5.0,same,False,True,False,kaggle_training
6ca952ad,3,1,1,16,16,256,16,16,256,5,5,False,False,5.5,5.5,same,True,False,False,kaggle_training
6cbe9eb8,3,1,1,19,27,513,15,13,195,9,7,False,True,181.25,3.75,smaller,True,False,True,kaggle_training
6cdd2623,3,1,1,16,22,304,16,22,304,9,5,False,True,35.25,1.25,same,True,False,True,kaggle_training
6cf79266,3,1,1,20,20,400,20,20,400,5,6,True,False,27.0,28.75,same,False,False,False,kaggle_training
6d0160f0,4,1,1,11,11,121,11,11,121,10,9,False,True,28.6,4.6,same,False,False,False,kaggle_training
6d0aefbc,4,1,1,3,3,9,3,6,18,3,3,False,False,4.8,7.0,larger,False,False,False,kaggle_training
6d1d5c90,3,1,1,6,7,42,6,6,36,8,6,False,True,10.5,8.5,smaller,False,False,False,kaggle_training
6d58a25d,3,1,1,20,20,400,20,20,400,9,9,False,False,17.75,16.75,same,False,False,False,kaggle_training
6d75e8bb,3,1,1,14,11,140,14,11,140,2,3,True,False,1.0,2.75,same,True,False,False,kaggle_training
6df30ad6,5,1,1,10,10,100,10,10,100,9,5,False,True,11.333,1.0,same,False,False,False,kaggle_training
6e02f1e3,5,1,1,3,3,9,3,3,9,3,2,True,True,2.667,2.333,same,False,False,False,kaggle_training
6e19193c,2,1,1,10,10,100,10,10,100,4,4,False,False,2.333,8.667,same,False,True,False,kaggle_training
6e82a1ae,3,1,1,10,10,100,10,10,100,2,4,True,True,5.25,5.25,same,False,False,False,kaggle_training
6ea4a07e,6,2,2,3,3,9,3,3,9,4,4,True,True,1.875,1.875,same,False,False,False,kaggle_training
6ecd11f4,3,1,1,27,25,675,4,4,16,10,10,False,False,15.0,7.5,smaller,True,False,True,kaggle_training
6f473927,4,1,1,12,6,72,12,12,144,2,3,True,False,2.4,4.8,larger,True,False,False,kaggle_training
6f8cd79b,4,1,1,7,6,42,7,6,42,1,2,True,False,0.0,1.0,same,True,False,False,kaggle_training
6fa7a44f,4,1,1,3,3,9,6,3,18,8,8,False,False,6.2,9.8,larger,False,False,False,kaggle_training
6ffe8f07,4,2,2,19,19,361,19,19,361,4,5,True,False,7.667,11.333,same,True,False,False,kaggle_training
7039b2d7,3,1,1,27,27,729,5,5,25,5,2,False,True,15.5,1.0,smaller,True,False,True,kaggle_training
705a3229,4,1,1,14,16,210,14,16,210,7,7,False,False,2.4,2.4,same,True,False,False,kaggle_training
712bf12e,3,1,1,13,15,195,13,15,195,3,3,False,False,24.5,24.5,same,True,False,False,kaggle_training
72207abc,3,1,1,3,29,87,3,29,87,6,6,False,False,2.5,7.0,same,True,False,True,kaggle_training
72322fa7,3,1,1,19,22,361,19,22,361,8,8,False,False,14.0,23.75,same,True,False,True,kaggle_training
72a961c9,4,1,1,13,11,130,13,11,130,4,4,False,False,5.4,9.8,same,True,False,False,kaggle_training
72ca375d,3,1,1,10,10,100,3,4,12,9,5,False,True,3.25,1.0,smaller,True,False,False,kaggle_training
73182012,3,1,1,12,12,144,4,4,16,8,8,False,False,17.0,6.5,smaller,False,False,False,kaggle_training
73c3b0d8,4,1,1,12,8,96,12,8,96,3,3,False,False,3.4,6.6,same,True,False,False,kaggle_training
73ccf9c2,3,1,1,23,23,529,7,7,35,5,5,False,False,10.0,2.5,smaller,True,False,True,kaggle_training
7447852a,3,1,1,3,25,75,3,25,75,2,3,True,False,17.0,20.5,same,True,False,True,kaggle_training
7468f01a,3,1,1,17,17,289,7,8,56,7,6,False,True,3.5,3.5,smaller,True,False,False,kaggle_training
746b3537,5,1,1,6,9,36,4,5,5,6,6,False,False,3.667,3.667,smaller,True,False,False,kaggle_training
74dd1130,4,1,1,3,3,9,3,3,9,8,8,False,False,5.0,5.0,same,False,False,False,kaggle_training
753ea09b,3,1,1,30,30,900,30,30,900,10,10,False,False,84.5,40.0,same,False,False,True,kaggle_training
758abdf0,2,1,1,16,16,128,16,16,128,3,3,False,False,6.667,4.333,same,True,True,False,kaggle_training
759f3fd3,2,1,1,20,20,400,20,20,400,2,3,True,False,1.0,16.333,same,True,True,False,kaggle_training
75b8110e,5,1,1,8,8,64,4,4,16,5,5,False,False,11.167,8.167,smaller,False,False,False,kaggle_training
760b3cac,3,1,1,6,9,54,6,9,54,3,3,False,False,3.25,4.25,same,False,False,False,kaggle_training
762cd429,3,1,1,16,30,480,16,30,480,7,7,False,False,3.25,9.25,same,True,False,True,kaggle_training
770cc55f,4,1,1,13,6,78,13,6,78,6,7,True,False,3.0,4.0,same,True,False,False,kaggle_training
776ffc46,4,1,1,20,20,400,20,20,400,5,5,False,False,7.8,7.8,same,False,False,False,kaggle_training
77fdfe62,3,1,1,10,10,100,6,6,36,10,8,False,True,8.0,4.5,smaller,True,False,False,kaggle_training
780d0b14,3,1,1,23,28,644,3,3,9,8,7,False,True,15.25,6.0,smaller,True,False,True,kaggle_training
782b5218,3,1,1,10,10,100,10,10,100,6,6,False,False,16.0,4.25,same,False,False,False,kaggle_training
7837ac64,4,1,1,29,29,841,3,3,9,7,7,False,False,36.4,2.4,smaller,False,False,True,kaggle_training
78e78cff,2,1,1,12,12,144,12,12,144,6,6,False,False,8.667,11.667,same,True,True,False,kaggle_training
79369cc6,3,1,1,19,17,289,19,17,289,5,5,False,False,84.75,84.0,same,True,False,False,kaggle_training
794b24be,10,2,2,3,3,9,3,3,9,2,2,True,True,1.75,1.0,same,False,False,False,kaggle_training
7953d61e,5,1,1,4,4,16,8,8,64,8,8,False,False,10.333,38.0,larger,False,False,False,kaggle_training
